gols_mandante,gols_visitante,att_m,def_v,att_v,def_m,pred_gols_mandante,pred_gols_visitante,data,time_mandante,time_visitante,campeonato,rodada,resultado
1,0,1.6,1.2,1.4,1.2,1.574987883669843,1.017160173127816,2060-05-29,Time8_SerieA,Time5_SerieA,Brasileiro Série A,35,H
2,0,0.8,1.2,0.8,1.6,1.4319708901530075,0.9772085397620984,2060-06-05,Time9_SerieA,Time10_SerieA,Brasileiro Série A,18,H
3,0,1.2,1.6,1.0,1.0,1.579199654913255,0.9290022421480278,2060-06-12,Time6_SerieA,Time7_SerieA,Brasileiro Série A,14,H
1,0,1.2,0.6,1.6,0.6,1.3927035982058482,0.9669830368955477,2060-06-19,Time16_SerieA,Time6_SerieA,Brasileiro Série A,20,H
2,0,1.0,1.2,1.4,0.6,1.466459071391203,0.936879060172764,2060-06-26,Time14_SerieA,Time3_SerieA,Brasileiro Série A,18,H
1,0,1.0,1.0,1.0,0.8,1.4300600613127912,0.9038884228566628,2060-07-03,Time15_SerieA,Time3_SerieA,Brasileiro Série A,10,H
1,0,2.6,1.0,0.8,1.8,1.729977015416459,1.0043595000543022,2060-07-10,Time19_SerieA,Time1_SerieA,Brasileiro Série A,25,H
1,1,0.6,0.6,1.2,1.2,1.2967355790631985,0.9854940890220514,2060-07-17,Time20_SerieA,Time4_SerieA,Brasileiro Série A,2,D
3,0,1.0,1.8,1.8,0.6,1.5813097622623815,0.99805432034238,2060-07-24,Time4_SerieA,Time9_SerieA,Brasileiro Série A,25,H
1,1,1.6,0.8,1.4,2.0,1.4977725951732743,1.1350032367754357,2060-07-31,Time16_SerieA,Time18_SerieA,Brasileiro Série A,33,D
1,1,0.6,2.0,1.0,1.8,1.5461837577669697,1.036631771146972,2060-08-07,Time14_SerieA,Time9_SerieA,Brasileiro Série A,36,D
2,2,0.6,0.4,1.6,1.2,1.2645492791983284,1.0498437578901176,2060-08-14,Time18_SerieA,Time7_SerieA,Brasileiro Série A,31,D
4,3,1.2,1.8,1.8,1.6,1.6193946828774957,1.1446266946617103,2060-08-21,Time1_SerieA,Time11_SerieA,Brasileiro Série A,14,H
1,0,1.0,0.6,1.4,2.4,1.3599499980249428,1.198949736386469,2060-08-28,Time13_SerieA,Time12_SerieA,Brasileiro Série A,1,H
1,2,1.6,0.8,0.8,1.4,1.4977725951732743,0.9507915543511488,2060-09-04,Time16_SerieA,Time20_SerieA,Brasileiro Série A,16,A
2,1,0.8,0.2,1.4,1.0,1.262861858560672,0.9896631708393812,2060-09-11,Time9_SerieA,Time4_SerieA,Brasileiro Série A,3,H
0,1,0.6,0.6,1.2,1.4,1.2967355790631985,1.0128752566955892,2060-09-18,Time15_SerieA,Time3_SerieA,Brasileiro Série A,35,A
2,0,1.2,2.0,1.6,0.2,1.6606127862128708,0.91540858092287,2060-09-25,Time5_SerieA,Time8_SerieA,Brasileiro Série A,6,H
0,2,1.2,1.6,1.6,0.4,1.579199654913255,0.9408424786227716,2060-10-02,Time5_SerieA,Time10_SerieA,Brasileiro Série A,25,A
2,1,1.2,0.8,1.0,0.6,1.4281517822917658,0.8794535081909113,2060-10-09,Time9_SerieA,Time16_SerieA,Brasileiro Série A,13,H
3,0,0.8,1.6,0.6,0.8,1.5057938762045455,0.8484850161426967,2060-10-16,Time19_SerieA,Time2_SerieA,Brasileiro Série A,34,H
1,2,2.2,0.6,1.4,1.8,1.5686912791569898,1.1043205700494807,2060-10-23,Time18_SerieA,Time5_SerieA,Brasileiro Série A,8,A
0,0,1.6,2.2,0.6,0.8,1.7858935135861915,0.8484850161426967,2060-10-30,Time19_SerieA,Time11_SerieA,Brasileiro Série A,21,D
2,3,1.2,1.4,1.0,2.4,1.540002308545804,1.125460688186594,2060-11-06,Time13_SerieA,Time20_SerieA,Brasileiro Série A,34,A
0,1,2.0,1.6,0.6,0.8,1.7369210083022089,0.8484850161426967,2060-11-13,Time4_SerieA,Time11_SerieA,Brasileiro Série A,4,A
0,0,1.2,1.6,1.4,0.4,1.579199654913255,0.911552305997618,2060-11-20,Time16_SerieA,Time6_SerieA,Brasileiro Série A,25,D
4,1,1.2,1.0,0.6,1.6,1.4645022213561352,0.9467862241558722,2060-11-27,Time18_SerieA,Time2_SerieA,Brasileiro Série A,15,H
1,2,1.2,0.8,1.2,2.0,1.4281517822917658,1.0996684793738305,2060-12-04,Time8_SerieA,Time12_SerieA,Brasileiro Série A,4,A
1,0,0.2,2.2,1.6,1.6,1.5118380154448885,1.1089923411543336,2060-12-11,Time14_SerieA,Time2_SerieA,Brasileiro Série A,12,H
2,1,1.8,1.8,2.2,1.4,1.7392418610031752,1.186403935293434,2060-12-18,Time5_SerieA,Time13_SerieA,Brasileiro Série A,32,H
2,0,0.6,0.6,1.4,1.6,1.2967355790631985,1.0744673512113494,2060-12-25,Time2_SerieA,Time12_SerieA,Brasileiro Série A,32,H
1,2,1.6,0.4,1.2,1.6,1.424342860101864,1.0410171882859462,2061-01-01,Time16_SerieA,Time17_SerieA,Brasileiro Série A,28,A
2,2,1.6,0.4,1.2,0.8,1.424342860101864,0.9329323381264232,2061-01-08,Time16_SerieA,Time4_SerieA,Brasileiro Série A,13,D
3,1,0.6,0.8,1.6,1.6,1.3297411098714822,1.1089923411543336,2061-01-15,Time13_SerieA,Time17_SerieA,Brasileiro Série A,31,H
3,1,0.8,0.4,1.6,1.6,1.2950052088722623,1.1089923411543336,2061-01-22,Time20_SerieA,Time15_SerieA,Brasileiro Série A,14,H
2,2,1.0,0.2,1.2,1.0,1.2932771476956282,0.9588531194511032,2061-01-29,Time10_SerieA,Time2_SerieA,Brasileiro Série A,20,D
1,1,0.0,1.4,2.0,1.8,1.3350785870313238,1.2142304835753284,2061-02-05,Time18_SerieA,Time9_SerieA,Brasileiro Série A,18,D
1,0,1.2,1.8,1.4,0.6,1.6193946828774957,0.936879060172764,2061-02-12,Time12_SerieA,Time6_SerieA,Brasileiro Série A,29,H
3,2,2.0,0.8,0.4,1.2,1.5707873453423902,0.868385834545089,2061-02-19,Time14_SerieA,Time2_SerieA,Brasileiro Série A,6,H
4,0,1.6,1.6,0.2,2.0,1.6561838837890046,0.9388261115724746,2061-02-26,Time8_SerieA,Time19_SerieA,Brasileiro Série A,32,H
4,1,1.0,0.8,0.8,0.6,1.3945645117949474,0.8520744881572753,2061-03-05,Time15_SerieA,Time1_SerieA,Brasileiro Série A,29,H
0,0,1.4,1.2,1.0,0.6,1.5379473220615083,0.8794535081909113,2061-03-12,Time14_SerieA,Time4_SerieA,Brasileiro Série A,2,D
3,3,0.8,1.8,1.4,1.0,1.544120522727115,0.9896631708393812,2061-03-19,Time7_SerieA,Time8_SerieA,Brasileiro Série A,23,D
1,0,1.6,1.0,1.6,1.0,1.5358950777610574,1.0214632166775823,2061-03-26,Time2_SerieA,Time11_SerieA,Brasileiro Série A,19,H
1,0,1.4,2.0,1.4,0.8,1.700607673770434,0.9629094980233588,2061-04-02,Time17_SerieA,Time6_SerieA,Brasileiro Série A,31,H
1,1,1.6,1.4,1.2,2.4,1.6150757103296878,1.161624205763056,2061-04-09,Time4_SerieA,Time3_SerieA,Brasileiro Série A,5,D
1,0,1.4,1.6,1.8,1.4,1.617233754827202,1.113683875945428,2061-04-16,Time4_SerieA,Time9_SerieA,Brasileiro Série A,19,H
3,2,1.6,1.6,1.0,1.6,1.6561838837890046,1.0086083910181172,2061-04-23,Time10_SerieA,Time14_SerieA,Brasileiro Série A,34,H
0,3,0.2,2.0,1.0,2.2,1.474312653684264,1.0950359862210743,2061-04-30,Time20_SerieA,Time10_SerieA,Brasileiro Série A,10,A
2,1,1.2,1.2,1.4,0.4,1.5017778803001816,0.911552305997618,2061-05-07,Time13_SerieA,Time19_SerieA,Brasileiro Série A,25,H
2,3,0.8,1.0,1.4,1.2,1.396427911914124,1.017160173127816,2061-05-14,Time14_SerieA,Time15_SerieA,Brasileiro Série A,2,A
2,0,1.4,0.6,1.4,0.8,1.42624604968744,0.9629094980233588,2061-05-21,Time1_SerieA,Time11_SerieA,Brasileiro Série A,11,H
2,2,1.4,1.2,2.4,0.6,1.5379473220615083,1.0973878535735997,2061-05-28,Time8_SerieA,Time4_SerieA,Brasileiro Série A,31,D
1,0,1.0,1.6,1.0,1.2,1.542060040878017,0.9548138288888376,2061-06-04,Time20_SerieA,Time4_SerieA,Brasileiro Série A,15,H
4,1,1.6,2.2,1.6,0.8,1.7858935135861915,0.9938498897418984,2061-06-11,Time4_SerieA,Time9_SerieA,Brasileiro Série A,9,H
2,0,1.4,1.6,2.0,1.6,1.617233754827202,1.181406058015203,2061-06-18,Time8_SerieA,Time19_SerieA,Brasileiro Série A,23,H
0,1,1.2,2.0,1.8,1.4,1.6606127862128708,1.113683875945428,2061-06-25,Time12_SerieA,Time13_SerieA,Brasileiro Série A,19,A
1,3,1.0,1.0,2.2,1.6,1.4300600613127912,1.2193672228896604,2061-07-02,Time9_SerieA,Time6_SerieA,Brasileiro Série A,9,A
2,1,1.0,1.0,1.6,1.0,1.4300600613127912,1.0214632166775823,2061-07-09,Time7_SerieA,Time13_SerieA,Brasileiro Série A,35,H
2,1,1.4,0.6,1.0,1.6,1.42624604968744,1.0086083910181172,2061-07-16,Time11_SerieA,Time8_SerieA,Brasileiro Série A,21,H
3,0,2.0,1.2,1.2,1.8,1.6517667933762483,1.0699410210121056,2061-07-23,Time15_SerieA,Time3_SerieA,Brasileiro Série A,9,H
2,4,2.0,1.0,1.6,1.2,1.6107682566068249,1.0498437578901176,2061-07-30,Time3_SerieA,Time6_SerieA,Brasileiro Série A,28,A
1,1,1.6,1.4,1.2,1.6,1.6150757103296878,1.0410171882859462,2061-08-06,Time7_SerieA,Time3_SerieA,Brasileiro Série A,7,D
1,1,2.2,1.6,1.6,1.4,1.778753734751246,1.079012829816599,2061-08-13,Time6_SerieA,Time3_SerieA,Brasileiro Série A,16,D
1,0,1.8,0.8,1.4,2.0,1.5338455719852668,1.1350032367754357,2061-08-20,Time1_SerieA,Time10_SerieA,Brasileiro Série A,16,H
2,0,1.0,2.4,0.2,1.6,1.705155372562899,0.8887534173163862,2061-08-27,Time15_SerieA,Time19_SerieA,Brasileiro Série A,33,H
2,1,0.8,0.6,1.0,2.4,1.3279666969415571,1.125460688186594,2061-09-03,Time2_SerieA,Time7_SerieA,Brasileiro Série A,4,H
0,1,1.4,1.2,1.0,1.2,1.5379473220615083,0.9548138288888376,2061-09-10,Time14_SerieA,Time17_SerieA,Brasileiro Série A,4,A
2,1,1.4,2.0,1.2,1.2,1.700607673770434,0.9854940890220514,2061-09-17,Time19_SerieA,Time1_SerieA,Brasileiro Série A,17,H
0,2,2.2,1.4,1.2,1.6,1.7346032525582449,1.0410171882859462,2061-09-24,Time6_SerieA,Time16_SerieA,Brasileiro Série A,37,A
2,0,2.2,0.6,1.0,1.4,1.5686912791569898,0.9813425699914472,2061-10-01,Time6_SerieA,Time9_SerieA,Brasileiro Série A,29,H
3,1,1.2,2.0,1.8,1.0,1.6606127862128708,1.054285067656268,2061-10-08,Time5_SerieA,Time3_SerieA,Brasileiro Série A,36,H
2,0,1.6,1.8,0.8,1.6,1.6983383747146503,0.9772085397620984,2061-10-15,Time12_SerieA,Time13_SerieA,Brasileiro Série A,38,H
0,0,2.6,1.2,2.2,1.0,1.7740097469940113,1.1231265713770575,2061-10-22,Time2_SerieA,Time1_SerieA,Brasileiro Série A,37,D
1,0,1.2,1.4,2.2,0.8,1.540002308545804,1.0927649678467195,2061-10-29,Time14_SerieA,Time8_SerieA,Brasileiro Série A,35,H
1,0,1.4,1.2,1.8,0.6,1.5379473220615083,0.99805432034238,2061-11-05,Time13_SerieA,Time8_SerieA,Brasileiro Série A,7,H
0,0,1.0,1.8,1.4,1.0,1.5813097622623815,0.9896631708393812,2061-11-12,Time1_SerieA,Time11_SerieA,Brasileiro Série A,27,D
3,1,1.6,5.0,5.0,1.2,2.539071435413108,1.7973190057956023,2061-11-19,Time16_SerieA,Time5_SerieA,Brasileiro Série A,28,H
0,0,1.2,1.0,1.4,0.8,1.4645022213561352,0.9629094980233588,2061-11-26,Time20_SerieA,Time15_SerieA,Brasileiro Série A,22,D
1,1,1.0,1.0,2.6,1.8,1.4300600613127912,1.3350794209850811,2061-12-03,Time12_SerieA,Time4_SerieA,Brasileiro Série A,14,D
4,0,1.6,1.0,0.0,2.4,1.5358950777610574,0.9608458380288885,2061-12-10,Time4_SerieA,Time15_SerieA,Brasileiro Série A,7,H
0,2,1.8,1.0,1.6,1.2,1.5728862122659035,1.0498437578901176,2061-12-17,Time19_SerieA,Time14_SerieA,Brasileiro Série A,37,A
1,1,1.0,1.4,0.8,1.0,1.5037845376168275,0.9000806780605921,2061-12-24,Time10_SerieA,Time18_SerieA,Brasileiro Série A,22,D
2,1,0.8,0.8,1.4,2.0,1.3617671466523178,1.1350032367754357,2061-12-31,Time1_SerieA,Time8_SerieA,Brasileiro Série A,5,H
2,1,2.6,1.0,1.6,2.0,1.729977015416459,1.1714733773439212,2062-01-07,Time12_SerieA,Time19_SerieA,Brasileiro Série A,2,H
2,0,1.0,0.6,1.8,0.4,1.3599499980249428,0.9710738086634312,2062-01-14,Time11_SerieA,Time10_SerieA,Brasileiro Série A,27,H
4,0,1.4,2.0,2.6,1.0,1.700607673770434,1.1964632090800396,2062-01-21,Time4_SerieA,Time11_SerieA,Brasileiro Série A,21,H
2,1,1.2,1.0,1.2,0.4,1.4645022213561352,0.8831739908107757,2062-01-28,Time17_SerieA,Time11_SerieA,Brasileiro Série A,38,H
4,0,1.0,2.0,2.0,0.4,1.6215584983335367,1.0022765375692493,2062-02-04,Time8_SerieA,Time11_SerieA,Brasileiro Série A,15,H
1,1,1.2,2.5,0.0,1.8,1.7683065228013528,0.8850094306536505,2062-02-11,Time20_SerieA,Time15_SerieA,Brasileiro Série A,21,D
1,1,0.8,0.8,2.4,0.8,1.3617671466523178,1.12787790029871,2062-02-18,Time19_SerieA,Time9_SerieA,Brasileiro Série A,10,D
2,1,0.4,1.4,1.4,0.8,1.4001621850370347,0.9629094980233588,2062-02-25,Time2_SerieA,Time4_SerieA,Brasileiro Série A,23,H
1,1,1.6,1.0,2.0,1.2,1.5358950777610574,1.1183952580320164,2062-03-04,Time1_SerieA,Time11_SerieA,Brasileiro Série A,5,D
1,1,3.0,1.6,1.0,4.0,1.9564053986923915,1.401347476771817,2062-03-11,Time7_SerieA,Time19_SerieA,Brasileiro Série A,1,D
1,1,1.0,1.0,1.6,1.2,1.4300600613127912,1.0498437578901176,2062-03-18,Time16_SerieA,Time15_SerieA,Brasileiro Série A,13,D
0,0,2.0,1.8,1.2,2.2,1.7811304838319,1.1302218914687918,2062-03-25,Time17_SerieA,Time18_SerieA,Brasileiro Série A,21,D
1,1,1.2,1.0,0.8,1.4,1.4645022213561352,0.9507915543511488,2062-04-01,Time16_SerieA,Time14_SerieA,Brasileiro Série A,26,D
2,1,1.6,0.2,1.4,0.6,1.3889892173501597,0.936879060172764,2062-04-08,Time4_SerieA,Time6_SerieA,Brasileiro Série A,21,H
3,0,1.0,1.0,1.2,1.0,1.4300600613127912,0.9588531194511032,2062-04-15,Time1_SerieA,Time11_SerieA,Brasileiro Série A,18,H
1,0,1.0,1.0,1.0,1.8,1.4300600613127912,1.036631771146972,2062-04-22,Time1_SerieA,Time9_SerieA,Brasileiro Série A,37,H
0,0,2.0,1.4,1.0,2.6,1.6938088570529968,1.1567307162430718,2062-04-29,Time20_SerieA,Time11_SerieA,Brasileiro Série A,32,D
0,1,1.6,0.6,1.4,1.6,1.4605963514918463,1.0744673512113494,2062-05-06,Time3_SerieA,Time1_SerieA,Brasileiro Série A,36,A
1,1,1.0,0.2,1.8,1.0,1.2932771476956282,1.054285067656268,2062-05-13,Time9_SerieA,Time6_SerieA,Brasileiro Série A,17,D
2,0,0.3333333333333333,0.8,1.4,2.0,1.288208279999425,1.1350032367754357,2062-05-20,Time18_SerieA,Time6_SerieA,Brasileiro Série A,35,H
2,0,1.8,3.0,2.333333333333333,0.8,2.022339157861648,1.1160499851984105,2062-05-27,Time6_SerieA,Time20_SerieA,Brasileiro Série A,11,H
5,0,1.2,2.2,1.6,0.6,1.7028800050359831,0.9669830368955477,2062-06-03,Time7_SerieA,Time17_SerieA,Brasileiro Série A,21,H
5,1,0.6,0.6,1.4,1.0,1.2967355790631985,0.9896631708393812,2062-06-10,Time20_SerieA,Time12_SerieA,Brasileiro Série A,26,H
0,0,0.75,0.6,1.6,1.5,1.3200890985092089,1.0938998876834538,2062-06-17,Time7_SerieA,Time18_SerieA,Brasileiro Série A,4,D
2,1,1.0,1.4,1.0,0.6,1.5037845376168275,0.8794535081909113,2062-06-24,Time12_SerieA,Time13_SerieA,Brasileiro Série A,34,H
2,1,0.8,1.0,1.0,1.2,1.396427911914124,0.9548138288888376,2062-07-01,Time4_SerieA,Time14_SerieA,Brasileiro Série A,18,H
1,0,2.0,0.8,1.8,0.2,1.5707873453423902,0.9448226641097188,2062-07-08,Time10_SerieA,Time16_SerieA,Brasileiro Série A,35,H
1,0,1.2,2.2,1.4,1.0,1.7028800050359831,0.9896631708393812,2062-07-15,Time19_SerieA,Time4_SerieA,Brasileiro Série A,29,H
5,0,1.0,1.0,1.0,0.8,1.4300600613127912,0.9038884228566628,2062-07-22,Time18_SerieA,Time11_SerieA,Brasileiro Série A,29,H
2,0,0.8,1.4,1.0,1.2,1.4684185361454585,0.9548138288888376,2062-07-29,Time7_SerieA,Time6_SerieA,Brasileiro Série A,38,H
3,1,1.75,1.4,1.0,2.75,1.6441623665585638,1.1807520868915142,2062-08-05,Time12_SerieA,Time9_SerieA,Brasileiro Série A,21,H
1,1,0.4,1.6,1.0,1.4,1.4358002109237151,0.9813425699914472,2062-08-12,Time16_SerieA,Time14_SerieA,Brasileiro Série A,13,D
5,2,0.8,0.2,1.8,1.2,1.262861858560672,1.0835775378341967,2062-08-19,Time2_SerieA,Time9_SerieA,Brasileiro Série A,17,H
4,2,1.0,1.2,0.6,1.4,1.466459071391203,0.9211916485324309,2062-08-26,Time4_SerieA,Time7_SerieA,Brasileiro Série A,9,H
1,1,1.4,1.0,1.2,0.6,1.499773900676706,0.907712276120325,2062-09-02,Time4_SerieA,Time18_SerieA,Brasileiro Série A,1,D
1,0,2.0,0.6,1.6,2.4,1.531798801079837,1.2374746180817755,2062-09-09,Time1_SerieA,Time12_SerieA,Brasileiro Série A,2,H
0,0,1.2,0.8,1.0,1.2,1.4281517822917658,0.9548138288888376,2062-09-16,Time1_SerieA,Time10_SerieA,Brasileiro Série A,29,D
2,1,1.0,1.2,1.0,1.6,1.466459071391203,1.0086083910181172,2062-09-23,Time7_SerieA,Time19_SerieA,Brasileiro Série A,33,H
3,1,1.4,0.8,1.0,3.0,1.4625479825511625,1.2219013500347913,2062-09-30,Time1_SerieA,Time11_SerieA,Brasileiro Série A,10,H
2,4,2.2,0.8,1.4,0.4,1.608618839701219,0.911552305997618,2062-10-07,Time1_SerieA,Time3_SerieA,Brasileiro Série A,21,A
0,3,0.6,0.6,1.2,1.8,1.2967355790631985,1.0699410210121056,2062-10-14,Time12_SerieA,Time13_SerieA,Brasileiro Série A,28,A
3,0,1.8,2.2,1.0,1.2,1.8289057141778504,0.9548138288888376,2062-10-21,Time5_SerieA,Time1_SerieA,Brasileiro Série A,11,H
1,0,2.2,1.0,1.2,1.0,1.649562667826072,0.9588531194511032,2062-10-28,Time20_SerieA,Time3_SerieA,Brasileiro Série A,34,H
2,1,0.8,1.6,0.6,1.2,1.5057938762045455,0.8962889738731465,2062-11-04,Time10_SerieA,Time16_SerieA,Brasileiro Série A,8,H
0,1,0.8,1.4,1.2,1.6,1.4684185361454585,1.0410171882859462,2062-11-11,Time11_SerieA,Time10_SerieA,Brasileiro Série A,22,A
3,0,1.6,0.8,1.4,0.6,1.4977725951732743,0.936879060172764,2062-11-18,Time10_SerieA,Time6_SerieA,Brasileiro Série A,8,H
2,1,1.2,1.8,1.8,0.6,1.6193946828774957,0.99805432034238,2062-11-25,Time16_SerieA,Time14_SerieA,Brasileiro Série A,15,H
2,1,1.0,1.8,1.2,0.4,1.5813097622623815,0.8831739908107757,2062-12-02,Time9_SerieA,Time14_SerieA,Brasileiro Série A,17,H
1,3,1.0,1.0,2.0,1.8,1.4300600613127912,1.2142304835753284,2062-12-09,Time17_SerieA,Time1_SerieA,Brasileiro Série A,23,A
0,2,1.4,1.2,1.8,1.0,1.5379473220615083,1.054285067656268,2062-12-16,Time10_SerieA,Time16_SerieA,Brasileiro Série A,24,A
0,4,1.0,2.0,0.4,1.2,1.6215584983335367,0.868385834545089,2062-12-23,Time14_SerieA,Time16_SerieA,Brasileiro Série A,19,A
0,0,1.2,2.0,0.2,0.8,1.6606127862128708,0.7964775346313256,2062-12-30,Time7_SerieA,Time11_SerieA,Brasileiro Série A,5,D
3,0,1.4,1.8,1.0,0.6,1.6583968565273248,0.8794535081909113,2063-01-06,Time11_SerieA,Time4_SerieA,Brasileiro Série A,32,H
4,2,0.8,1.6,1.2,1.2,1.5057938762045455,0.9854940890220514,2063-01-13,Time11_SerieA,Time10_SerieA,Brasileiro Série A,1,H
1,1,2.2,0.8,2.2,1.2,1.608618839701219,1.1543317478586317,2063-01-20,Time13_SerieA,Time6_SerieA,Brasileiro Série A,23,D
2,0,1.8,0.8,1.2,1.0,1.5338455719852668,0.9588531194511032,2063-01-27,Time5_SerieA,Time1_SerieA,Brasileiro Série A,37,H
0,0,0.8,1.6,0.8,1.6,1.5057938762045455,0.9772085397620984,2063-02-03,Time1_SerieA,Time4_SerieA,Brasileiro Série A,8,D
1,1,1.2,1.0,1.0,1.2,1.4645022213561352,0.9548138288888376,2063-02-10,Time3_SerieA,Time2_SerieA,Brasileiro Série A,13,D
1,2,1.2,1.2,2.6,1.2,1.5017778803001816,1.2297059855796424,2063-02-17,Time15_SerieA,Time5_SerieA,Brasileiro Série A,8,A
1,1,0.6,2.0,1.8,2.6,1.5461837577669697,1.31272441131535,2063-02-24,Time13_SerieA,Time11_SerieA,Brasileiro Série A,23,D
1,1,2.2,1.8,1.2,0.6,1.8240279696381263,0.907712276120325,2063-03-03,Time1_SerieA,Time20_SerieA,Brasileiro Série A,1,D
3,0,2.6,0.8,1.2,1.2,1.6870372211541989,0.9854940890220514,2063-03-10,Time17_SerieA,Time18_SerieA,Brasileiro Série A,24,H
1,0,1.2,1.2,0.2,1.2,1.5017778803001816,0.8413513717343789,2063-03-17,Time17_SerieA,Time1_SerieA,Brasileiro Série A,35,H
1,0,1.0,1.4,1.6,1.4,1.5037845376168275,1.079012829816599,2063-03-24,Time10_SerieA,Time14_SerieA,Brasileiro Série A,24,H
2,0,0.6,0.8,2.0,1.4,1.3297411098714822,1.1494689787438808,2063-03-31,Time17_SerieA,Time5_SerieA,Brasileiro Série A,17,H
1,0,0.8,1.2,0.6,2.2,1.4319708901530075,1.0279162814246603,2063-04-07,Time8_SerieA,Time2_SerieA,Brasileiro Série A,5,H
1,1,2.2,2.2,1.4,0.8,1.918062836049288,0.9629094980233588,2063-04-14,Time12_SerieA,Time11_SerieA,Brasileiro Série A,20,D
1,1,1.8,0.8,2.0,2.0,1.5338455719852668,1.24796690963354,2063-04-21,Time2_SerieA,Time13_SerieA,Brasileiro Série A,21,D
3,0,1.2,1.0,1.0,1.6,1.4645022213561352,1.0086083910181172,2063-04-28,Time8_SerieA,Time5_SerieA,Brasileiro Série A,31,H
2,1,0.8,1.4,1.4,2.0,1.4684185361454585,1.1350032367754357,2063-05-05,Time11_SerieA,Time19_SerieA,Brasileiro Série A,36,H
1,2,1.0,0.6,1.2,0.6,1.3599499980249428,0.907712276120325,2063-05-12,Time16_SerieA,Time9_SerieA,Brasileiro Série A,11,A
3,0,0.6,1.0,1.4,1.2,1.3635867233315615,1.017160173127816,2063-05-19,Time19_SerieA,Time8_SerieA,Brasileiro Série A,15,H
4,0,0.8,0.6,1.2,1.4,1.3279666969415571,1.0128752566955892,2063-05-26,Time4_SerieA,Time12_SerieA,Brasileiro Série A,19,H
1,0,1.6,2.2,1.0,1.4,1.7858935135861915,0.9813425699914472,2063-06-02,Time1_SerieA,Time16_SerieA,Brasileiro Série A,7,H
2,1,0.6,1.0,2.4,1.4,1.3635867233315615,1.2245256929142163,2063-06-09,Time18_SerieA,Time10_SerieA,Brasileiro Série A,28,H
1,1,0.2,0.8,1.8,1.4,1.2679308876190831,1.113683875945428,2063-06-16,Time19_SerieA,Time1_SerieA,Brasileiro Série A,5,D
5,2,1.6,0.8,1.0,0.4,1.4977725951732743,0.8556791452477224,2063-06-23,Time11_SerieA,Time10_SerieA,Brasileiro Série A,5,H
1,1,1.6,1.2,3.0,2.2,1.574987883669843,1.5023863351372042,2063-06-30,Time18_SerieA,Time15_SerieA,Brasileiro Série A,30,D
1,1,2.0,2.2,1.2,1.0,1.8729538384601785,0.9588531194511032,2063-07-07,Time11_SerieA,Time20_SerieA,Brasileiro Série A,32,D
2,2,1.2,1.4,1.4,2.4,1.540002308545804,1.198949736386469,2063-07-14,Time7_SerieA,Time5_SerieA,Brasileiro Série A,8,D
4,0,1.2,1.2,1.0,1.6,1.5017778803001816,1.0086083910181172,2063-07-21,Time11_SerieA,Time12_SerieA,Brasileiro Série A,10,H
2,2,1.0,1.0,1.4,1.4,1.4300600613127912,1.0454211577055068,2063-07-28,Time16_SerieA,Time10_SerieA,Brasileiro Série A,38,D
2,1,1.0,0.8,2.4,0.8,1.3945645117949474,1.12787790029871,2063-08-04,Time9_SerieA,Time7_SerieA,Brasileiro Série A,32,H
3,1,2.2,1.4,2.0,1.4,1.7346032525582449,1.1494689787438808,2063-08-11,Time8_SerieA,Time14_SerieA,Brasileiro Série A,28,H
2,1,1.6,0.8,2.2,1.2,1.4977725951732743,1.1543317478586317,2063-08-18,Time13_SerieA,Time20_SerieA,Brasileiro Série A,17,H
1,1,0.4,0.8,1.6,1.6,1.2984682613537126,1.1089923411543336,2063-08-25,Time8_SerieA,Time4_SerieA,Brasileiro Série A,31,D
2,1,1.6,1.2,0.6,0.8,1.574987883669843,0.8484850161426967,2063-09-01,Time3_SerieA,Time8_SerieA,Brasileiro Série A,8,H
2,1,1.6,1.4,1.6,1.8,1.6150757103296878,1.139804809316319,2063-09-08,Time9_SerieA,Time7_SerieA,Brasileiro Série A,25,H
0,2,1.0,2.0,0.6,1.6,1.6215584983335367,0.9467862241558722,2063-09-15,Time17_SerieA,Time1_SerieA,Brasileiro Série A,9,A
0,1,1.6,1.4,1.4,2.8,1.6150757103296878,1.2664990052936689,2063-09-22,Time3_SerieA,Time9_SerieA,Brasileiro Série A,2,A
2,2,0.4,1.6,1.0,1.4,1.4358002109237151,0.9813425699914472,2063-09-29,Time6_SerieA,Time20_SerieA,Brasileiro Série A,15,D
4,0,1.2,2.2,1.2,1.6,1.7028800050359831,1.0410171882859462,2063-10-06,Time20_SerieA,Time15_SerieA,Brasileiro Série A,3,H
1,0,1.6,1.6,0.6,1.0,1.6561838837890046,0.8720594959435266,2063-10-13,Time9_SerieA,Time8_SerieA,Brasileiro Série A,36,H
2,2,0.8,1.0,1.4,1.4,1.396427911914124,1.0454211577055068,2063-10-20,Time8_SerieA,Time12_SerieA,Brasileiro Série A,4,D
3,0,1.0,1.6,0.6,1.2,1.542060040878017,0.8962889738731465,2063-10-27,Time1_SerieA,Time13_SerieA,Brasileiro Série A,14,H
3,1,1.4,0.8,1.2,0.8,1.4625479825511625,0.9329323381264232,2063-11-03,Time3_SerieA,Time7_SerieA,Brasileiro Série A,25,H
1,3,2.6,1.0,1.2,1.2,1.729977015416459,0.9854940890220514,2063-11-10,Time11_SerieA,Time1_SerieA,Brasileiro Série A,10,A
